GameID,Date,Team,Points,Home/Away,Win
36,"Sat, Nov 1, 2014",Oklahoma City Thunder,102,Home,1
37,"Sat, Nov 1, 2014",Phoenix Suns,91,Away,0
37,"Sat, Nov 1, 2014",Utah Jazz,118,Home,1
38,"Sat, Nov 1, 2014",Los Angeles Lakers,104,Away,0
38,"Sat, Nov 1, 2014",Golden State Warriors,127,Home,1
39,"Sun, Nov 2, 2014",Sacramento Kings,98,Away,1
39,"Sun, Nov 2, 2014",Los Angeles Clippers,92,Home,0
40,"Sun, Nov 2, 2014",Toronto Raptors,102,Away,0
40,"Sun, Nov 2, 2014",Miami Heat,107,Home,1
41,"Sun, Nov 2, 2014",Charlotte Hornets,93,Away,0
41,"Sun, Nov 2, 2014",New York Knicks,96,Home,1
42,"Sun, Nov 2, 2014",Golden State Warriors,95,Away,1
42,"Sun, Nov 2, 2014",Portland Trail Blazers,90,Home,0
43,"Mon, Nov 3, 2014",Houston Rockets,104,Away,1
43,"Mon, Nov 3, 2014",Philadelphia 76ers,93,Home,0
44,"Mon, Nov 3, 2014",Oklahoma City Thunder,85,Away,0
44,"Mon, Nov 3, 2014",Brooklyn Nets,116,Home,1
45,"Mon, Nov 3, 2014",New Orleans Pelicans,81,Away,0
45,"Mon, Nov 3, 2014",Memphis Grizzlies,93,Home,1
46,"Mon, Nov 3, 2014",Boston Celtics,113,Away,0
46,"Mon, Nov 3, 2014",Dallas Mavericks,118,Home,1
47,"Mon, Nov 3, 2014",Sacramento Kings,110,Away,1
47,"Mon, Nov 3, 2014",Denver Nuggets,105,Home,0
48,"Mon, Nov 3, 2014",Utah Jazz,101,Away,0
48,"Mon, Nov 3, 2014",Los Angeles Clippers,107,Home,1
49,"Tue, Nov 4, 2014",Milwaukee Bucks,87,Away,1
49,"Tue, Nov 4, 2014",Indiana Pacers,81,Home,0
50,"Tue, Nov 4, 2014",Houston Rockets,108,Away,1
50,"Tue, Nov 4, 2014",Miami Heat,91,Home,0
51,"Tue, Nov 4, 2014",Washington Wizards,98,Away,1
51,"Tue, Nov 4, 2014",New York Knicks,83,Home,0
52,"Tue, Nov 4, 2014",Oklahoma City Thunder,88,Away,0
52,"Tue, Nov 4, 2014",Toronto Raptors,100,Home,1
53,"Tue, Nov 4, 2014",Orlando Magic,90,Away,0
53,"Tue, Nov 4, 2014",Chicago Bulls,98,Home,1
54,"Tue, Nov 4, 2014",Charlotte Hornets,91,Away,0
54,"Tue, Nov 4, 2014",New Orleans Pelicans,100,Home,1
55,"Tue, Nov 4, 2014",Cleveland Cavaliers,82,Away,0
55,"Tue, Nov 4, 2014",Portland Trail Blazers,101,Home,1
56,"Tue, Nov 4, 2014",Phoenix Suns,112,Away,1
56,"Tue, Nov 4, 2014",Los Angeles Lakers,106,Home,0
57,"Wed, Nov 5, 2014",Miami Heat,89,Away,0
57,"Wed, Nov 5, 2014",Charlotte Hornets,96,Home,1
58,"Wed, Nov 5, 2014",Orlando Magic,91,Away,1
58,"Wed, Nov 5, 2014",Philadelphia 76ers,89,Home,0
59,"Wed, Nov 5, 2014",Toronto Raptors,110,Away,1
59,"Wed, Nov 5, 2014",Boston Celtics,107,Home,0
60,"Wed, Nov 5, 2014",Minnesota Timberwolves,98,Away,1
60,"Wed, Nov 5, 2014",Brooklyn Nets,91,Home,0
61,"Wed, Nov 5, 2014",New York Knicks,95,Away,0
61,"Wed, Nov 5, 2014",Detroit Pistons,98,Home,1
62,"Wed, Nov 5, 2014",Chicago Bulls,95,Away,1
62,"Wed, Nov 5, 2014",Milwaukee Bucks,86,Home,0
63,"Wed, Nov 5, 2014",Indiana Pacers,94,Away,0
63,"Wed, Nov 5, 2014",Washington Wizards,96,Home,1
64,"Wed, Nov 5, 2014",Atlanta Hawks,92,Away,0
64,"Wed, Nov 5, 2014",San Antonio Spurs,94,Home,1
65,"Wed, Nov 5, 2014",Memphis Grizzlies,102,Away,1
65,"Wed, Nov 5, 2014",Phoenix Suns,91,Home,0
66,"Wed, Nov 5, 2014",Cleveland Cavaliers,100,Away,0
66,"Wed, Nov 5, 2014",Utah Jazz,102,Home,1
67,"Wed, Nov 5, 2014",Denver Nuggets,109,Away,0
67,"Wed, Nov 5, 2014",Sacramento Kings,131,Home,1
68,"Wed, Nov 5, 2014",Los Angeles Clippers,104,Away,0
68,"Wed, Nov 5, 2014",Golden State Warriors,121,Home,1
69,"Thu, Nov 6, 2014",San Antonio Spurs,81,Away,0
69,"Thu, Nov 6, 2014",Houston Rockets,98,Home,1
70,"Thu, Nov 6, 2014",Dallas Mavericks,87,Away,0
70,"Thu, Nov 6, 2014",Portland Trail Blazers,108,Home,1
71,"Fri, Nov 7, 2014",Atlanta Hawks,119,Away,0
71,"Fri, Nov 7, 2014",Charlotte Hornets,122,Home,1
72,"Fri, Nov 7, 2014",Minnesota Timberwolves,103,Away,0
72,"Fri, Nov 7, 2014",Orlando Magic,112,Home,1
73,"Fri, Nov 7, 2014",Chicago Bulls,118,Away,1
73,"Fri, Nov 7, 2014",Philadelphia 76ers,115,Home,0
74,"Fri, Nov 7, 2014",Indiana Pacers,98,Away,0
74,"Fri, Nov 7, 2014",Boston Celtics,101,Home,1
75,"Fri, Nov 7, 2014",New York Knicks,99,Away,0
75,"Fri, Nov 7, 2014",Brooklyn Nets,110,Home,1
76,"Fri, Nov 7, 2014",Milwaukee Bucks,95,Away,0
76,"Fri, Nov 7, 2014",Detroit Pistons,98,Home,1
77,"Fri, Nov 7, 2014",Washington Wizards,84,Away,0
77,"Fri, Nov 7, 2014",Toronto Raptors,103,Home,1
78,"Fri, Nov 7, 2014",Memphis Grizzlies,91,Away,1
78,"Fri, Nov 7, 2014",Oklahoma City Thunder,89,Home,0
79,"Fri, Nov 7, 2014",Sacramento Kings,114,Away,1
79,"Fri, Nov 7, 2014",Phoenix Suns,112,Home,0
80,"Fri, Nov 7, 2014",Dallas Mavericks,105,Away,1
80,"Fri, Nov 7, 2014",Utah Jazz,82,Home,0
81,"Fri, Nov 7, 2014",Cleveland Cavaliers,110,Away,1
81,"Fri, Nov 7, 2014",Denver Nuggets,101,Home,0
82,"Sat, Nov 8, 2014",Portland Trail Blazers,102,Away,0
82,"Sat, Nov 8, 2014",Los Angeles Clippers,106,Home,1
83,"Sat, Nov 8, 2014",Washington Wizards,97,Away,1
83,"Sat, Nov 8, 2014",Indiana Pacers,90,Home,0
84,"Sat, Nov 8, 2014",New York Knicks,96,Away,0
84,"Sat, Nov 8, 2014",Atlanta Hawks,103,Home,1
85,"Sat, Nov 8, 2014",Minnesota Timberwolves,92,Away,0
85,"Sat, Nov 8, 2014",Miami Heat,102,Home,1
86,"Sat, Nov 8, 2014",Boston Celtics,106,Away,1
86,"Sat, Nov 8, 2014",Chicago Bulls,101,Home,0
87,"Sat, Nov 8, 2014",Golden State Warriors,98,Away,1
87,"Sat, Nov 8, 2014",Houston Rockets,87,Home,0
88,"Sat, Nov 8, 2014",Memphis Grizzlies,92,Away,0
88,"Sat, Nov 8, 2014",Milwaukee Bucks,93,Home,1
89,"Sat, Nov 8, 2014",New Orleans Pelicans,100,Away,1
89,"Sat, Nov 8, 2014",San Antonio Spurs,99,Home,0
90,"Sun, Nov 9, 2014",Orlando Magic,96,Away,0
90,"Sun, Nov 9, 2014",Brooklyn Nets,104,Home,1
91,"Sun, Nov 9, 2014",Utah Jazz,97,Away,1
91,"Sun, Nov 9, 2014",Detroit Pistons,96,Home,0
92,"Sun, Nov 9, 2014",Sacramento Kings,93,Away,0
92,"Sun, Nov 9, 2014",Oklahoma City Thunder,101,Home,1
93,"Sun, Nov 9, 2014",Philadelphia 76ers,88,Away,0
93,"Sun, Nov 9, 2014",Toronto Raptors,120,Home,1
94,"Sun, Nov 9, 2014",Miami Heat,105,Away,1
94,"Sun, Nov 9, 2014",Dallas Mavericks,96,Home,0
95,"Sun, Nov 9, 2014",Golden State Warriors,95,Away,0
95,"Sun, Nov 9, 2014",Phoenix Suns,107,Home,1
96,"Sun, Nov 9, 2014",Denver Nuggets,100,Away,0
96,"Sun, Nov 9, 2014",Portland Trail Blazers,116,Home,1
97,"Sun, Nov 9, 2014",Charlotte Hornets,92,Away,0
97,"Sun, Nov 9, 2014",Los Angeles Lakers,107,Home,1
98,"Mon, Nov 10, 2014",New Orleans Pelicans,111,Away,0
98,"Mon, Nov 10, 2014",Cleveland Cavaliers,118,Home,1
99,"Mon, Nov 10, 2014",Utah Jazz,86,Away,0
99,"Mon, Nov 10, 2014",Indiana Pacers,97,Home,1
100,"Mon, Nov 10, 2014",Atlanta Hawks,91,Away,1
100,"Mon, Nov 10, 2014",New York Knicks,85,Home,0
101,"Mon, Nov 10, 2014",Detroit Pistons,91,Away,0
101,"Mon, Nov 10, 2014",Chicago Bulls,102,Home,1
102,"Mon, Nov 10, 2014",San Antonio Spurs,89,Away,1
102,"Mon, Nov 10, 2014",Los Angeles Clippers,85,Home,0
103,"Tue, Nov 11, 2014",Orlando Magic,100,Away,0
103,"Tue, Nov 11, 2014",Toronto Raptors,104,Home,1
104,"Tue, Nov 11, 2014",Los Angeles Lakers,102,Away,0
104,"Tue, Nov 11, 2014",Memphis Grizzlies,107,Home,1
105,"Tue, Nov 11, 2014",Oklahoma City Thunder,78,Away,0
105,"Tue, Nov 11, 2014",Milwaukee Bucks,85,Home,1
106,"Tue, Nov 11, 2014",Sacramento Kings,98,Away,0
106,"Tue, Nov 11, 2014",Dallas Mavericks,106,Home,1
107,"Tue, Nov 11, 2014",Charlotte Hornets,100,Away,0
107,"Tue, Nov 11, 2014",Portland Trail Blazers,102,Home,1
108,"Tue, Nov 11, 2014",San Antonio Spurs,113,Away,1
108,"Tue, Nov 11, 2014",Golden State Warriors,100,Home,0
109,"Wed, Nov 12, 2014",Detroit Pistons,103,Away,0
109,"Wed, Nov 12, 2014",Washington Wizards,107,Home,1
110,"Wed, Nov 12, 2014",Utah Jazz,97,Away,0
110,"Wed, Nov 12, 2014",Atlanta Hawks,100,Home,1
111,"Wed, Nov 12, 2014",Oklahoma City Thunder,109,Away,1
111,"Wed, Nov 12, 2014",Boston Celtics,94,Home,0
112,"Wed, Nov 12, 2014",Indiana Pacers,81,Away,1
112,"Wed, Nov 12, 2014",Miami Heat,75,Home,0
113,"Wed, Nov 12, 2014",Orlando Magic,97,Away,1
113,"Wed, Nov 12, 2014",New York Knicks,95,Home,0
114,"Wed, Nov 12, 2014",Los Angeles Lakers,102,Away,0
114,"Wed, Nov 12, 2014",New Orleans Pelicans,109,Home,1
115,"Wed, Nov 12, 2014",Portland Trail Blazers,130,Away,1
115,"Wed, Nov 12, 2014",Denver Nuggets,113,Home,0
116,"Wed, Nov 12, 2014",Brooklyn Nets,104,Away,0
116,"Wed, Nov 12, 2014",Phoenix Suns,112,Home,1
117,"Wed, Nov 12, 2014",Houston Rockets,113,Away,1
117,"Wed, Nov 12, 2014",Minnesota Timberwolves,101,Home,0
118,"Thu, Nov 13, 2014",Sacramento Kings,110,Away,0
118,"Thu, Nov 13, 2014",Memphis Grizzlies,111,Home,1
119,"Thu, Nov 13, 2014",Chicago Bulls,100,Away,1
119,"Thu, Nov 13, 2014",Toronto Raptors,93,Home,0
120,"Thu, Nov 13, 2014",Philadelphia 76ers,70,Away,0
120,"Thu, Nov 13, 2014",Dallas Mavericks,123,Home,1
121,"Thu, Nov 13, 2014",Brooklyn Nets,99,Away,0
121,"Thu, Nov 13, 2014",Golden State Warriors,107,Home,1
122,"Fri, Nov 14, 2014",Denver Nuggets,108,Away,1
122,"Fri, Nov 14, 2014",Indiana Pacers,87,Home,0
123,"Fri, Nov 14, 2014",Milwaukee Bucks,85,Away,0
123,"Fri, Nov 14, 2014",Orlando Magic,101,Home,1
124,"Fri, Nov 14, 2014",Miami Heat,103,Away,0
124,"Fri, Nov 14, 2014",Atlanta Hawks,114,Home,1
125,"Fri, Nov 14, 2014",Cleveland Cavaliers,122,Away,1
125,"Fri, Nov 14, 2014",Boston Celtics,121,Home,0
126,"Fri, Nov 14, 2014",Utah Jazz,102,Away,1
126,"Fri, Nov 14, 2014",New York Knicks,100,Home,0
127,"Fri, Nov 14, 2014",Philadelphia 76ers,87,Away,0
127,"Fri, Nov 14, 2014",Houston Rockets,88,Home,1
128,"Fri, Nov 14, 2014",Minnesota Timberwolves,91,Away,0
128,"Fri, Nov 14, 2014",New Orleans Pelicans,139,Home,1
129,"Fri, Nov 14, 2014",Detroit Pistons,96,Away,1
129,"Fri, Nov 14, 2014",Oklahoma City Thunder,89,Home,0
130,"Fri, Nov 14, 2014",Charlotte Hornets,103,Away,1
130,"Fri, Nov 14, 2014",Phoenix Suns,95,Home,0
131,"Fri, Nov 14, 2014",San Antonio Spurs,93,Away,1
131,"Fri, Nov 14, 2014",Los Angeles Lakers,80,Home,0
132,"Sat, Nov 15, 2014",Orlando Magic,93,Away,0
132,"Sat, Nov 15, 2014",Washington Wizards,98,Home,1
133,"Sat, Nov 15, 2014",Atlanta Hawks,94,Away,0
133,"Sat, Nov 15, 2014",Cleveland Cavaliers,127,Home,1
134,"Sat, Nov 15, 2014",Utah Jazz,93,Away,0
134,"Sat, Nov 15, 2014",Toronto Raptors,111,Home,1
135,"Sat, Nov 15, 2014",Indiana Pacers,99,Away,1
135,"Sat, Nov 15, 2014",Chicago Bulls,90,Home,0
136,"Sat, Nov 15, 2014",Detroit Pistons,88,Away,0
136,"Sat, Nov 15, 2014",Memphis Grizzlies,95,Home,1
137,"Sat, Nov 15, 2014",Minnesota Timberwolves,117,Away,0
137,"Sat, Nov 15, 2014",Dallas Mavericks,131,Home,1
138,"Sat, Nov 15, 2014",Brooklyn Nets,87,Away,0
138,"Sat, Nov 15, 2014",Portland Trail Blazers,97,Home,1
139,"Sat, Nov 15, 2014",San Antonio Spurs,91,Away,0
139,"Sat, Nov 15, 2014",Sacramento Kings,94,Home,1
140,"Sat, Nov 15, 2014",Charlotte Hornets,87,Away,0
140,"Sat, Nov 15, 2014",Golden State Warriors,112,Home,1
141,"Sat, Nov 15, 2014",Phoenix Suns,107,Away,0
141,"Sat, Nov 15, 2014",Los Angeles Clippers,120,Home,1
142,"Sun, Nov 16, 2014",Denver Nuggets,93,Away,0
142,"Sun, Nov 16, 2014",New York Knicks,109,Home,1
143,"Sun, Nov 16, 2014",Milwaukee Bucks,91,Away,1
143,"Sun, Nov 16, 2014",Miami Heat,84,Home,0
144,"Sun, Nov 16, 2014",Houston Rockets,69,Away,1
144,"Sun, Nov 16, 2014",Oklahoma City Thunder,65,Home,0
145,"Sun, Nov 16, 2014",Golden State Warriors,136,Away,1
145,"Sun, Nov 16, 2014",Los Angeles Lakers,115,Home,0
146,"Mon, Nov 17, 2014",Dallas Mavericks,107,Away,1
146,"Mon, Nov 17, 2014",Charlotte Hornets,80,Home,0
147,"Mon, Nov 17, 2014",Denver Nuggets,106,Away,1
147,"Mon, Nov 17, 2014",Cleveland Cavaliers,97,Home,0
148,"Mon, Nov 17, 2014",Phoenix Suns,118,Away,1
148,"Mon, Nov 17, 2014",Boston Celtics,114,Home,0
149,"Mon, Nov 17, 2014",Miami Heat,95,Away,1
149,"Mon, Nov 17, 2014",Brooklyn Nets,83,Home,0
150,"Mon, Nov 17, 2014",Orlando Magic,107,Away,1
150,"Mon, Nov 17, 2014",Detroit Pistons,93,Home,0
151,"Mon, Nov 17, 2014",Houston Rockets,93,Away,0
151,"Mon, Nov 17, 2014",Memphis Grizzlies,119,Home,1
152,"Mon, Nov 17, 2014",Philadelphia 76ers,75,Away,0
152,"Mon, Nov 17, 2014",San Antonio Spurs,100,Home,1
153,"Mon, Nov 17, 2014",New Orleans Pelicans,93,Away,0
153,"Mon, Nov 17, 2014",Portland Trail Blazers,102,Home,1
154,"Mon, Nov 17, 2014",Chicago Bulls,105,Away,1
154,"Mon, Nov 17, 2014",Los Angeles Clippers,89,Home,0
155,"Tue, Nov 18, 2014",Los Angeles Lakers,114,Away,1
155,"Tue, Nov 18, 2014",Atlanta Hawks,109,Home,0
156,"Tue, Nov 18, 2014",New York Knicks,113,Away,0
156,"Tue, Nov 18, 2014",Milwaukee Bucks,117,Home,1
157,"Tue, Nov 18, 2014",Oklahoma City Thunder,81,Away,0
157,"Tue, Nov 18, 2014",Utah Jazz,98,Home,1
158,"Tue, Nov 18, 2014",New Orleans Pelicans,106,Away,1
158,"Tue, Nov 18, 2014",Sacramento Kings,100,Home,0
159,"Wed, Nov 19, 2014",San Antonio Spurs,92,Away,1
159,"Wed, Nov 19, 2014",Cleveland Cavaliers,90,Home,0
160,"Wed, Nov 19, 2014",Charlotte Hornets,86,Away,0
160,"Wed, Nov 19, 2014",Indiana Pacers,88,Home,1
161,"Wed, Nov 19, 2014",Los Angeles Clippers,114,Away,1
161,"Wed, Nov 19, 2014",Orlando Magic,90,Home,0
162,"Wed, Nov 19, 2014",Boston Celtics,101,Away,1
162,"Wed, Nov 19, 2014",Philadelphia 76ers,90,Home,0
163,"Wed, Nov 19, 2014",Dallas Mavericks,105,Away,1
163,"Wed, Nov 19, 2014",Washington Wizards,102,Home,0
164,"Wed, Nov 19, 2014",Milwaukee Bucks,122,Away,1
164,"Wed, Nov 19, 2014",Brooklyn Nets,118,Home,0
165,"Wed, Nov 19, 2014",Phoenix Suns,88,Away,1
165,"Wed, Nov 19, 2014",Detroit Pistons,86,Home,0
166,"Wed, Nov 19, 2014",Memphis Grizzlies,92,Away,0
166,"Wed, Nov 19, 2014",Toronto Raptors,96,Home,1
167,"Wed, Nov 19, 2014",New York Knicks,99,Away,0
167,"Wed, Nov 19, 2014",Minnesota Timberwolves,115,Home,1
168,"Wed, Nov 19, 2014",Oklahoma City Thunder,100,Away,0
168,"Wed, Nov 19, 2014",Denver Nuggets,107,Home,1
169,"Wed, Nov 19, 2014",Los Angeles Lakers,98,Away,1
169,"Wed, Nov 19, 2014",Houston Rockets,92,Home,0
170,"Thu, Nov 20, 2014",Los Angeles Clippers,110,Away,1
170,"Thu, Nov 20, 2014",Miami Heat,93,Home,0
171,"Thu, Nov 20, 2014",Chicago Bulls,88,Away,0
171,"Thu, Nov 20, 2014",Sacramento Kings,103,Home,1
172,"Fri, Nov 21, 2014",Orlando Magic,105,Away,1
172,"Fri, Nov 21, 2014",Charlotte Hornets,100,Home,0
173,"Fri, Nov 21, 2014",Phoenix Suns,122,Away,1
173,"Fri, Nov 21, 2014",Philadelphia 76ers,96,Home,0
174,"Fri, Nov 21, 2014",Detroit Pistons,89,Away,0
174,"Fri, Nov 21, 2014",Atlanta Hawks,99,Home,1
175,"Fri, Nov 21, 2014",Milwaukee Bucks,82,Away,0
175,"Fri, Nov 21, 2014",Toronto Raptors,124,Home,1
176,"Fri, Nov 21, 2014",Boston Celtics,100,Away,0
176,"Fri, Nov 21, 2014",Memphis Grizzlies,117,Home,1
177,"Fri, Nov 21, 2014",San Antonio Spurs,121,Away,1
177,"Fri, Nov 21, 2014",Minnesota Timberwolves,92,Home,0
178,"Fri, Nov 21, 2014",Brooklyn Nets,94,Away,1
178,"Fri, Nov 21, 2014",Oklahoma City Thunder,92,Home,0
179,"Fri, Nov 21, 2014",Cleveland Cavaliers,78,Away,0
179,"Fri, Nov 21, 2014",Washington Wizards,91,Home,1
180,"Fri, Nov 21, 2014",Los Angeles Lakers,106,Away,0
180,"Fri, Nov 21, 2014",Dallas Mavericks,140,Home,1
181,"Fri, Nov 21, 2014",New Orleans Pelicans,97,Away,0
181,"Fri, Nov 21, 2014",Denver Nuggets,117,Home,1
182,"Fri, Nov 21, 2014",Utah Jazz,88,Away,0
182,"Fri, Nov 21, 2014",Golden State Warriors,101,Home,1
183,"Fri, Nov 21, 2014",Chicago Bulls,87,Away,0
183,"Fri, Nov 21, 2014",Portland Trail Blazers,105,Home,1
184,"Sat, Nov 22, 2014",Phoenix Suns,106,Away,1
184,"Sat, Nov 22, 2014",Indiana Pacers,83,Home,0
185,"Sat, Nov 22, 2014",Miami Heat,99,Away,1
185,"Sat, Nov 22, 2014",Orlando Magic,92,Home,0
186,"Sat, Nov 22, 2014",Toronto Raptors,110,Away,1
186,"Sat, Nov 22, 2014",Cleveland Cavaliers,93,Home,0
187,"Sat, Nov 22, 2014",Philadelphia 76ers,83,Away,0
187,"Sat, Nov 22, 2014",New York Knicks,91,Home,1
188,"Sat, Nov 22, 2014",Dallas Mavericks,92,Away,0
188,"Sat, Nov 22, 2014",Houston Rockets,95,Home,1
189,"Sat, Nov 22, 2014",Sacramento Kings,113,Away,1
189,"Sat, Nov 22, 2014",Minnesota Timberwolves,101,Home,0
190,"Sat, Nov 22, 2014",Washington Wizards,111,Away,1
190,"Sat, Nov 22, 2014",Milwaukee Bucks,100,Home,0
191,"Sat, Nov 22, 2014",Brooklyn Nets,87,Away,0
191,"Sat, Nov 22, 2014",San Antonio Spurs,99,Home,1
192,"Sat, Nov 22, 2014",New Orleans Pelicans,106,Away,1
192,"Sat, Nov 22, 2014",Utah Jazz,94,Home,0
193,"Sun, Nov 23, 2014",Portland Trail Blazers,94,Away,1
193,"Sun, Nov 23, 2014",Boston Celtics,88,Home,0
194,"Sun, Nov 23, 2014",Los Angeles Clippers,91,Away,0
194,"Sun, Nov 23, 2014",Memphis Grizzlies,107,Home,1
195,"Sun, Nov 23, 2014",Charlotte Hornets,93,Away,0
195,"Sun, Nov 23, 2014",Miami Heat,94,Home,1
196,"Sun, Nov 23, 2014",Golden State Warriors,91,Away,1
196,"Sun, Nov 23, 2014",Oklahoma City Thunder,86,Home,0
197,"Sun, Nov 23, 2014",Denver Nuggets,101,Away,1
197,"Sun, Nov 23, 2014",Los Angeles Lakers,94,Home,0
198,"Mon, Nov 24, 2014",Los Angeles Clippers,113,Away,1
198,"Mon, Nov 24, 2014",Charlotte Hornets,92,Home,0
199,"Mon, Nov 24, 2014",Orlando Magic,74,Away,0
199,"Mon, Nov 24, 2014",Cleveland Cavaliers,106,Home,1
200,"Mon, Nov 24, 2014",Portland Trail Blazers,114,Away,1
200,"Mon, Nov 24, 2014",Philadelphia 76ers,104,Home,0
201,"Mon, Nov 24, 2014",Phoenix Suns,100,Away,0
201,"Mon, Nov 24, 2014",Toronto Raptors,104,Home,1
202,"Mon, Nov 24, 2014",New York Knicks,86,Away,0
202,"Mon, Nov 24, 2014",Houston Rockets,91,Home,1
203,"Mon, Nov 24, 2014",Indiana Pacers,111,Away,1
203,"Mon, Nov 24, 2014",Dallas Mavericks,100,Home,0
204,"Mon, Nov 24, 2014",Chicago Bulls,97,Away,1
204,"Mon, Nov 24, 2014",Utah Jazz,95,Home,0
205,"Tue, Nov 25, 2014",Atlanta Hawks,106,Away,1
205,"Tue, Nov 25, 2014",Washington Wizards,102,Home,0
206,"Tue, Nov 25, 2014",Golden State Warriors,114,Away,1
206,"Tue, Nov 25, 2014",Miami Heat,97,Home,0
207,"Tue, Nov 25, 2014",Detroit Pistons,86,Away,0
207,"Tue, Nov 25, 2014",Milwaukee Bucks,98,Home,1
208,"Tue, Nov 25, 2014",Sacramento Kings,99,Away,1
