GameID,Date,Team,Points,Home/Away,Win
69,"Wed, Nov 4, 2015",Golden State Warriors,112,Home,1
70,"Thu, Nov 5, 2015",Oklahoma City Thunder,98,Away,0
70,"Thu, Nov 5, 2015",Chicago Bulls,104,Home,1
71,"Thu, Nov 5, 2015",Miami Heat,96,Away,1
71,"Thu, Nov 5, 2015",Minnesota Timberwolves,84,Home,0
72,"Thu, Nov 5, 2015",Charlotte Hornets,108,Away,1
72,"Thu, Nov 5, 2015",Dallas Mavericks,94,Home,0
73,"Thu, Nov 5, 2015",Utah Jazz,96,Away,1
73,"Thu, Nov 5, 2015",Denver Nuggets,84,Home,0
74,"Thu, Nov 5, 2015",Memphis Grizzlies,96,Away,0
74,"Thu, Nov 5, 2015",Portland Trail Blazers,115,Home,1
75,"Fri, Nov 6, 2015",Toronto Raptors,87,Away,0
75,"Fri, Nov 6, 2015",Orlando Magic,92,Home,1
76,"Fri, Nov 6, 2015",Washington Wizards,98,Away,0
76,"Fri, Nov 6, 2015",Boston Celtics,118,Home,1
77,"Fri, Nov 6, 2015",Los Angeles Lakers,104,Away,1
77,"Fri, Nov 6, 2015",Brooklyn Nets,98,Home,0
78,"Fri, Nov 6, 2015",Philadelphia 76ers,102,Away,0
78,"Fri, Nov 6, 2015",Cleveland Cavaliers,108,Home,1
79,"Fri, Nov 6, 2015",Milwaukee Bucks,99,Away,1
79,"Fri, Nov 6, 2015",New York Knicks,92,Home,0
80,"Fri, Nov 6, 2015",Miami Heat,87,Away,0
80,"Fri, Nov 6, 2015",Indiana Pacers,90,Home,1
81,"Fri, Nov 6, 2015",Atlanta Hawks,121,Away,1
81,"Fri, Nov 6, 2015",New Orleans Pelicans,115,Home,0
82,"Fri, Nov 6, 2015",Detroit Pistons,100,Away,1
82,"Fri, Nov 6, 2015",Phoenix Suns,92,Home,0
83,"Fri, Nov 6, 2015",Denver Nuggets,104,Away,0
83,"Fri, Nov 6, 2015",Golden State Warriors,119,Home,1
84,"Fri, Nov 6, 2015",Houston Rockets,116,Away,1
84,"Fri, Nov 6, 2015",Sacramento Kings,110,Home,0
85,"Sat, Nov 7, 2015",Minnesota Timberwolves,102,Away,1
85,"Sat, Nov 7, 2015",Chicago Bulls,93,Home,0
86,"Sat, Nov 7, 2015",Orlando Magic,105,Away,1
86,"Sat, Nov 7, 2015",Philadelphia 76ers,97,Home,0
87,"Sat, Nov 7, 2015",Washington Wizards,99,Away,0
87,"Sat, Nov 7, 2015",Atlanta Hawks,114,Home,1
88,"Sat, Nov 7, 2015",New Orleans Pelicans,98,Away,0
88,"Sat, Nov 7, 2015",Dallas Mavericks,107,Home,1
89,"Sat, Nov 7, 2015",Brooklyn Nets,86,Away,0
89,"Sat, Nov 7, 2015",Milwaukee Bucks,94,Home,1
90,"Sat, Nov 7, 2015",Charlotte Hornets,94,Away,0
90,"Sat, Nov 7, 2015",San Antonio Spurs,114,Home,1
91,"Sat, Nov 7, 2015",Memphis Grizzlies,79,Away,0
91,"Sat, Nov 7, 2015",Utah Jazz,89,Home,1
92,"Sat, Nov 7, 2015",Golden State Warriors,103,Away,1
92,"Sat, Nov 7, 2015",Sacramento Kings,94,Home,0
93,"Sat, Nov 7, 2015",Houston Rockets,109,Away,1
93,"Sat, Nov 7, 2015",Los Angeles Clippers,105,Home,0
94,"Sun, Nov 8, 2015",Indiana Pacers,97,Away,0
94,"Sun, Nov 8, 2015",Cleveland Cavaliers,101,Home,1
95,"Sun, Nov 8, 2015",Los Angeles Lakers,95,Away,0
95,"Sun, Nov 8, 2015",New York Knicks,99,Home,1
96,"Sun, Nov 8, 2015",Toronto Raptors,76,Away,0
96,"Sun, Nov 8, 2015",Miami Heat,96,Home,1
97,"Sun, Nov 8, 2015",Phoenix Suns,103,Away,0
97,"Sun, Nov 8, 2015",Oklahoma City Thunder,124,Home,1
98,"Sun, Nov 8, 2015",Detroit Pistons,120,Away,1
98,"Sun, Nov 8, 2015",Portland Trail Blazers,103,Home,0
99,"Mon, Nov 9, 2015",Orlando Magic,84,Away,0
99,"Mon, Nov 9, 2015",Indiana Pacers,97,Home,1
100,"Mon, Nov 9, 2015",Chicago Bulls,111,Away,1
100,"Mon, Nov 9, 2015",Philadelphia 76ers,88,Home,0
101,"Mon, Nov 9, 2015",Minnesota Timberwolves,117,Away,1
101,"Mon, Nov 9, 2015",Atlanta Hawks,107,Home,0
102,"Mon, Nov 9, 2015",Portland Trail Blazers,104,Away,0
102,"Mon, Nov 9, 2015",Denver Nuggets,108,Home,1
103,"Mon, Nov 9, 2015",San Antonio Spurs,106,Away,1
103,"Mon, Nov 9, 2015",Sacramento Kings,88,Home,0
104,"Mon, Nov 9, 2015",Detroit Pistons,95,Away,0
104,"Mon, Nov 9, 2015",Golden State Warriors,109,Home,1
105,"Mon, Nov 9, 2015",Memphis Grizzlies,92,Away,0
105,"Mon, Nov 9, 2015",Los Angeles Clippers,94,Home,1
106,"Tue, Nov 10, 2015",Utah Jazz,114,Away,0
106,"Tue, Nov 10, 2015",Cleveland Cavaliers,118,Home,1
107,"Tue, Nov 10, 2015",Oklahoma City Thunder,125,Away,1
107,"Tue, Nov 10, 2015",Washington Wizards,101,Home,0
108,"Tue, Nov 10, 2015",Los Angeles Lakers,88,Away,0
108,"Tue, Nov 10, 2015",Miami Heat,101,Home,1
109,"Tue, Nov 10, 2015",New York Knicks,111,Away,1
109,"Tue, Nov 10, 2015",Toronto Raptors,109,Home,0
110,"Tue, Nov 10, 2015",Boston Celtics,99,Away,1
110,"Tue, Nov 10, 2015",Milwaukee Bucks,83,Home,0
111,"Tue, Nov 10, 2015",Charlotte Hornets,104,Away,1
111,"Tue, Nov 10, 2015",Minnesota Timberwolves,95,Home,0
112,"Tue, Nov 10, 2015",Dallas Mavericks,105,Away,0
112,"Tue, Nov 10, 2015",New Orleans Pelicans,120,Home,1
113,"Wed, Nov 11, 2015",New York Knicks,93,Away,0
113,"Wed, Nov 11, 2015",Charlotte Hornets,95,Home,1
114,"Wed, Nov 11, 2015",Los Angeles Lakers,99,Away,0
114,"Wed, Nov 11, 2015",Orlando Magic,101,Home,1
115,"Wed, Nov 11, 2015",Toronto Raptors,119,Away,1
115,"Wed, Nov 11, 2015",Philadelphia 76ers,103,Home,0
116,"Wed, Nov 11, 2015",Indiana Pacers,102,Away,1
116,"Wed, Nov 11, 2015",Boston Celtics,91,Home,0
117,"Wed, Nov 11, 2015",New Orleans Pelicans,98,Away,0
117,"Wed, Nov 11, 2015",Atlanta Hawks,106,Home,1
118,"Wed, Nov 11, 2015",Los Angeles Clippers,108,Away,0
118,"Wed, Nov 11, 2015",Dallas Mavericks,118,Home,1
119,"Wed, Nov 11, 2015",Brooklyn Nets,106,Away,1
119,"Wed, Nov 11, 2015",Houston Rockets,98,Home,0
120,"Wed, Nov 11, 2015",Golden State Warriors,100,Away,1
120,"Wed, Nov 11, 2015",Memphis Grizzlies,84,Home,0
121,"Wed, Nov 11, 2015",Milwaukee Bucks,102,Away,0
121,"Wed, Nov 11, 2015",Denver Nuggets,103,Home,1
122,"Wed, Nov 11, 2015",Detroit Pistons,92,Away,0
122,"Wed, Nov 11, 2015",Sacramento Kings,101,Home,1
123,"Wed, Nov 11, 2015",San Antonio Spurs,113,Away,1
123,"Wed, Nov 11, 2015",Portland Trail Blazers,101,Home,0
124,"Thu, Nov 12, 2015",Utah Jazz,91,Away,0
124,"Thu, Nov 12, 2015",Miami Heat,92,Home,1
125,"Thu, Nov 12, 2015",Golden State Warriors,129,Away,1
125,"Thu, Nov 12, 2015",Minnesota Timberwolves,116,Home,0
126,"Thu, Nov 12, 2015",Los Angeles Clippers,104,Away,0
126,"Thu, Nov 12, 2015",Phoenix Suns,118,Home,1
127,"Fri, Nov 13, 2015",Minnesota Timberwolves,103,Away,0
127,"Fri, Nov 13, 2015",Indiana Pacers,107,Home,1
128,"Fri, Nov 13, 2015",Utah Jazz,93,Away,0
128,"Fri, Nov 13, 2015",Orlando Magic,102,Home,1
129,"Fri, Nov 13, 2015",Atlanta Hawks,93,Away,0
129,"Fri, Nov 13, 2015",Boston Celtics,106,Home,1
130,"Fri, Nov 13, 2015",Cleveland Cavaliers,90,Away,1
130,"Fri, Nov 13, 2015",New York Knicks,84,Home,0
131,"Fri, Nov 13, 2015",New Orleans Pelicans,81,Away,0
131,"Fri, Nov 13, 2015",Toronto Raptors,100,Home,1
132,"Fri, Nov 13, 2015",Charlotte Hornets,97,Away,0
132,"Fri, Nov 13, 2015",Chicago Bulls,102,Home,1
133,"Fri, Nov 13, 2015",Portland Trail Blazers,100,Away,0
133,"Fri, Nov 13, 2015",Memphis Grizzlies,101,Home,1
134,"Fri, Nov 13, 2015",Philadelphia 76ers,85,Away,0
134,"Fri, Nov 13, 2015",Oklahoma City Thunder,102,Home,1
135,"Fri, Nov 13, 2015",Los Angeles Lakers,82,Away,0
135,"Fri, Nov 13, 2015",Dallas Mavericks,90,Home,1
136,"Fri, Nov 13, 2015",Houston Rockets,98,Away,0
136,"Fri, Nov 13, 2015",Denver Nuggets,107,Home,1
137,"Fri, Nov 13, 2015",Brooklyn Nets,109,Away,0
137,"Fri, Nov 13, 2015",Sacramento Kings,111,Home,1
138,"Sat, Nov 14, 2015",Detroit Pistons,96,Away,0
138,"Sat, Nov 14, 2015",Los Angeles Clippers,101,Home,1
139,"Sat, Nov 14, 2015",Orlando Magic,99,Away,0
139,"Sat, Nov 14, 2015",Washington Wizards,108,Home,1
140,"Sat, Nov 14, 2015",Dallas Mavericks,110,Away,1
140,"Sat, Nov 14, 2015",Houston Rockets,98,Home,0
141,"Sat, Nov 14, 2015",Cleveland Cavaliers,105,Away,0
141,"Sat, Nov 14, 2015",Milwaukee Bucks,108,Home,1
142,"Sat, Nov 14, 2015",Philadelphia 76ers,83,Away,0
142,"Sat, Nov 14, 2015",San Antonio Spurs,92,Home,1
143,"Sat, Nov 14, 2015",Denver Nuggets,81,Away,0
143,"Sat, Nov 14, 2015",Phoenix Suns,105,Home,1
144,"Sat, Nov 14, 2015",Brooklyn Nets,99,Away,0
144,"Sat, Nov 14, 2015",Golden State Warriors,107,Home,1
145,"Sun, Nov 15, 2015",New Orleans Pelicans,87,Away,0
145,"Sun, Nov 15, 2015",New York Knicks,95,Home,1
146,"Sun, Nov 15, 2015",Memphis Grizzlies,114,Away,1
146,"Sun, Nov 15, 2015",Minnesota Timberwolves,106,Home,0
147,"Sun, Nov 15, 2015",Portland Trail Blazers,94,Away,0
147,"Sun, Nov 15, 2015",Charlotte Hornets,106,Home,1
148,"Sun, Nov 15, 2015",Utah Jazz,97,Away,1
148,"Sun, Nov 15, 2015",Atlanta Hawks,96,Home,0
149,"Sun, Nov 15, 2015",Boston Celtics,100,Away,1
149,"Sun, Nov 15, 2015",Oklahoma City Thunder,85,Home,0
150,"Sun, Nov 15, 2015",Toronto Raptors,101,Away,0
150,"Sun, Nov 15, 2015",Sacramento Kings,107,Home,1
151,"Sun, Nov 15, 2015",Detroit Pistons,85,Away,0
151,"Sun, Nov 15, 2015",Los Angeles Lakers,97,Home,1
152,"Mon, Nov 16, 2015",Dallas Mavericks,92,Away,1
152,"Mon, Nov 16, 2015",Philadelphia 76ers,86,Home,0
153,"Mon, Nov 16, 2015",Indiana Pacers,95,Away,0
153,"Mon, Nov 16, 2015",Chicago Bulls,96,Home,1
154,"Mon, Nov 16, 2015",Boston Celtics,111,Away,1
154,"Mon, Nov 16, 2015",Houston Rockets,95,Home,0
155,"Mon, Nov 16, 2015",Oklahoma City Thunder,114,Away,0
155,"Mon, Nov 16, 2015",Memphis Grizzlies,122,Home,1
